Mean_SNR,STD_SNR,Kurtosis_SNR,Skewness_SNR,Class
32.78177258,57.900560899999995,2.020024126,3.614699199,1
5.881270903,30.21748287,5.7585980160000005,33.90977932,1
27.60535117,61.69331397,2.014948043,2.496918796,1
74.82692308,71.16992463,0.803085933,-0.13898464900000002,1
69.51086957,62.25601782,1.346742515,1.18128119,1
24.381270899999997,55.06566573,2.495798577,5.598441147000001,1
5.0635451510000005,28.42815227,5.979687067,36.30006742,1
98.86789298,77.91638134,0.15691939900000001,-1.081045933,1
7.822742475,38.34193567,5.048003598,24.8022771,1
39.85785953,68.72288055,1.7226601609999999,1.888185042,1
66.31187291,77.54995516,0.8701473390000001,-0.478375944,1
5.330267559,29.46213125,5.969767332999999,36.44341953,1
88.47073579,65.77738106,0.6235382389999999,0.044306412,1
32.508361199999996,59.49815851,1.8127441780000002,2.443437229,1
115.3687291,80.90212712,0.001685044,-1.125589807,1
10.81939799,41.9128634,4.136097276,16.55925567,1
55.52006689,74.83821189,1.13811631,-0.027805804,1
16.89464883,51.28790079,3.212310711,9.556100387999999,1
32.05183946,59.16230147,2.024630589,3.334317226,1
36.95568562,65.24427121,1.794145535,2.209126978,1
59.05016722,85.54686852,1.141041449,-0.250511785,1
16.41304348,50.75424391,3.275554212,9.831332507,1
3.030936455,17.28687362,8.303035615,82.62758841,1
27.67809365,60.52603206,2.345499272,4.566227882,1
12.01839465,44.85330601,3.963575589,14.94381867,1
30.61371237,60.97807555,1.903758041,2.445592609,1
21.29180602,56.49477704,2.739057795,6.384247222999999,1
73.26505017,62.77812351,0.9119882090000001,0.59605133,1
22.35284281,58.23467043,2.474523562,4.683489786,1
30.69314381,61.82819804,2.156630767,3.7733957080000002,1
34.56521739,67.78224722,1.872009904,2.171717456,1
1.439799331,15.81722172,12.08712904,152.9470044,1
8.524247492,34.89387035,4.646499866,22.48076807,1
137.4874582,83.12858644,-0.625662006,-0.92402117,1
24.85702341,57.36983632,2.5494695469999997,5.703453999,1
147.6220736,66.28125676,-0.376736874,-0.90735235,1
0.864548495,11.98340745,15.35544717,256.42415669999997,1
32.77424749,59.42004441,1.821401637,2.44146281,1
96.02842809,61.41001406,0.610825109,-0.194554797,1
73.23494983,82.84329093,0.864999317,-0.616193394,1
5.709866221,31.01071025,5.862879274,34.59967467,1
58.40635452,69.24761995,1.093188772,0.323029453,1
33.52006689,63.08915308,1.852955233,2.402569575,1
43.40050167,74.42784636,1.4058748140000001,0.43068018700000005,1
5.974916388,31.30726522,5.486881071,29.91894199,1
24.22240803,59.99097507,2.304263788,3.7684130089999996,1
2.756688963,17.59266428,9.543768817,106.0679885,1
33.86789298,71.79003158,1.9981090069999998,2.462843553,1
15.82023411,52.43958421,3.382534948,10.30313808,1
56.29598662,85.12440837,1.22915925,-0.059996465,1
4.85451505,26.99019216,6.453153284,44.42716152,1
5.403846154,28.59040614,5.787260302999999,34.78619146,1
3.418896321,21.03606421,7.396831389,60.68193763,1
41.64214047,66.62552488,1.5647962919999998,1.38528949,1
117.6421405,48.98592758,0.877831858,0.607236595,1
23.97742475,53.2413762,2.202864227,3.894429578,1
2.611204013,19.81288325,8.920285203999999,86.84669138,1
17.27508361,51.83933323,2.926019923,7.232496915,1
12.50250836,42.66156574,3.993994981,15.72042199,1
6.010033445,30.57768602,5.726569838,34.05263772,1
5.619565217000001,30.87884814,5.9910102929999995,36.56053633,1
25.83444816,53.41659035,2.653111339,7.0225200139999995,1
3.6956521739999997,25.49600299,7.296599542999999,53.94529349,1
121.40468229999999,47.96556853,0.663053339,1.203138762,1
12.48996656,41.17180822,3.778334085,14.25652381,1
65.14966555,78.47505733,1.09021515,-0.095110795,1
23.82608696,59.84781303,2.506847238,5.0156051360000005,1
95.91220736,66.37242762,0.48443973,-0.438687261,1
10.63628763,41.68584516,4.206409502,17.25083221,1
33.67056856,60.49110748,1.748564728,2.088555685,1
24.45986622,56.93554616,2.413603211,4.9525729169999995,1
46.07692308,76.21677917,1.55500491,1.007749819,1
12.60535117,38.58749479,3.5154382610000003,13.21505032,1
5.420568562000001,30.00422844,6.011428797000001,36.84324089,1
11.07692308,44.31387859,4.049321684,15.23666699,1
17.27173913,48.32784746,3.183798985,9.779543823,1
4.045150502,20.28129033,5.924678426,40.87828704,1
12.27257525,39.32338633,3.710672843,14.11099688,1
36.93143813,63.50680301,1.873383987,2.675003601,1
18.93143813,55.76389832,2.850478752,6.673444958999999,1
41.64214047,73.36736284,1.399719585,0.314248849,1
20.15133779,53.70627729,2.7442281960000003,6.484419395,1
0.964882943,9.944516862,17.04873084,376.808602,1
8.302675585,35.42598426,4.4428910130000006,19.22693734,1
60.21655518,75.93126905,1.1380628000000002,0.132015156,1
11.39632107,40.24307564,3.549170878,11.61125301,1
111.12290970000001,75.71649359,0.253562477,-0.936103674,1
30.69230769,61.68628671,2.06924093,3.363576455,1
16.43394649,46.4274507,3.14661767,9.575655105,1
93.32608696,71.53114499,0.6668311,-0.807668128,1
12.64799331,42.39143921,3.918737221,15.19654897,1
19.627090300000003,52.92638355,2.890254342,7.578930279,1
23.24331104,52.00566116,2.566038446,6.1804209000000006,1
54.61705686,57.232718999999996,1.509937251,1.800584867,1
5.593645485,29.62396029,6.072215931000001,38.23599074,1
15.3687291,44.45130354,3.359132223,11.35930965,1
7.119565217000001,35.10645423,5.208002681,26.93239146,1
92.85618729,54.66816332,0.968097795,0.696454218,1
40.1722408,76.22635342,1.670115316,1.221644103,1
14.77257525,41.31733524,3.380418466,11.36648582,1
16.84615385,49.43283417,3.1021490519999997,8.877464039,1
61.50167224,79.46991499,0.907306286,-0.606399475,1
37.52759197,71.31374746,1.780298706,1.807952045,1
144.7065217,76.99977191,-0.397906063,-0.953013285,1
4.303511706,22.90227211,5.918597012,38.15288961,1
42.42892977,69.87893831,1.6723271769999999,1.661392592,1
40.1722408,74.42049538,1.665057814,1.323526865,1
134.5827759,94.92465242,-0.48131736299999994,-1.497141153,1
3.3938127089999996,25.49374496,7.937384726,63.53235477,1
75.83277592,70.89482149999999,0.781355646,-0.152781378,1
21.15719064,59.45657228,2.8036740439999996,6.495920635,1
3.0242474919999998,19.36025946,8.476797654,81.43262624,1
1.126254181,14.85571452,14.21557494,208.60103930000002,1
28.9632107,65.77313791,2.170907045,3.267392909,1
1.9105351169999998,17.34095012,10.50891351,120.44323659999999,1
7.959866221,36.35170628,5.155641077,26.651578100000002,1
122.1613712,65.31915379,0.14413084199999998,-1.049979848,1
176.0150502,60.66234010000001,-1.081765182,0.377426241,1
13.46655518,40.83171334,3.6132148330000002,13.44302918,1
111.3520067,72.14791573,0.20440553399999997,-1.189458162,1
57.38210702,68.26285990000001,1.042517402,0.23163624,1
68.7541806,68.01215788,0.721158338,-0.354039516,1
57.35785953,70.27851209,1.0382197359999998,0.12254432900000001,1
19.26755853,48.16018406,3.021872524,8.989669512999999,1
47.02424749,62.36272079,1.4358986409999999,1.4671880430000002,1
121.367893,61.4164204,0.295248594,-1.027613812,1
55.10284281,69.24592855,1.0006820159999998,0.007548225,1
12.57608696,41.920334499999996,3.752025145,13.96083946,1
113.8687291,66.35820746,0.25429755600000004,-1.026766473,1
2.352842809,19.72056251,9.892058464,103.6705375,1
9.294314381,35.95817434,4.424007334,19.86896942,1
16.84698997,48.21089227,2.882236481,7.399262069,1
7.311036789,33.7223601,5.172775286,27.67197695,1
23.05769231,52.24283263,2.481615475,5.658729247,1
14.10535117,41.44407044,3.56021064,13.0764954,1
40.22240803,65.41621847,1.701719885,1.956476136,1
88.7458194,82.23541097,0.34489365200000005,-1.134392158,1
18.9180602,50.06415591,2.8440802539999996,7.4292232039999995,1
28.97240803,59.00960815,2.2555841930000002,4.334875688,1
82.95317726,69.02299177,0.7853854640000001,-0.112454296,1
9.842809365,40.3842585,4.088567357,15.46865301,1
78.26003344,87.39220847,0.63143776,-1.0884909,1
109.21488290000002,56.43568405,0.580705039,0.065487529,1
11.1270903,40.00475183,3.9317978510000002,15.30426303,1
69.37374582,73.50571574,0.973691435,-0.008114323,1
46.31270903,63.73540260000001,1.7215890759999999,2.326702999,1
36.8319398,69.23188956,1.574852844,0.879544242,1
116.5961538,57.22812665,0.741588543,0.22585899399999998,1
125.3294314,54.77622617,0.20516231899999998,0.17323877199999999,1
8.891304348,35.67389776,4.046214291,15.59446631,1
16.47575251,49.78178382,3.229605592,9.804832999,1
6.534280936,33.06469278,5.246505462,27.10893309,1
2.714882943,22.02404006,8.988497651,84.35510899,1
16.426421400000002,51.94941041,3.126073762,8.427883078999999,1
69.12625418,67.68154044,0.9076279009999999,-0.0152805,1
3.6697324410000003,25.13569435,7.760264241000001,62.73552247,1
44.36538462,66.76314225,1.368009225,0.792437939,1
111.10702340000002,75.48962974,0.263896884,-0.848741355,1
52.96404682,76.96192786,1.2318776120000001,0.199027295,1
15.22742475,43.24566346,3.0115891439999998,8.750022227999999,1
2.706521739,19.87410184,7.9552095320000005,67.64902246,1
1.691471572,11.86776194,12.00628519,199.2081619,1
47.93478261,76.42785148,1.427907483,0.6816176740000001,1
25.71153846,60.54615891,2.4200311169999997,4.672226562,1
91.39715719,69.11457667,0.536484532,-0.27194459600000004,1
6.913043478,36.31600157,5.456122787999999,29.07982511,1
94.19481605,71.69499224,0.55342957,-0.41287012,1
33.12876254,64.89842959,1.98015741,2.79384681,1
4.142140468,25.96337522,6.859046095,48.94787763,1
139.04515049999998,84.47013465,-0.8216816509999999,-0.956543281,1
75.10785953,73.68750731,0.8162741440000001,-0.277134963,1
98.8361204,70.27478246,0.603461049,-0.497938612,1
122.5443144,78.48136696,-0.164463138,-1.039777817,1
15.68394649,49.77085059,3.3942436989999996,10.63539364,1
96.34949833,76.57678022,0.5587788020000001,-0.717263639,1
2.498327759,15.68969041,9.313520095,105.6674433,1
122.2525084,75.53971769,-0.073049929,-0.97263797,1
72.24247492,88.65452697,0.655229345,-1.221447443,1
64.85953177,82.16119445,0.921124947,-0.550780603,1
155.5434783,69.40382014,-0.46713344100000004,-0.805835416,1
1.822742475,14.56557142,12.68602242,182.2400012,1
56.75334448,80.17684382,0.955179239,-0.646309295,1
129.33361200000002,79.08179103,-0.39963920299999994,-1.0345502420000001,1
101.0292642,70.70657475,0.348987541,-0.711533353,1
35.80016722,61.18147822,1.8912647269999998,2.913210965,1
159.8494983,76.74001035,-0.575016194,-0.9412931990000001,1
108.2583612,92.76053054,-0.07153223,-1.630271779,1
81.88795987,81.46413633,0.48510512,-1.117904163,1
92.37876254,57.57735396,1.07537358,0.63000038,1
19.09949833,49.55731420000001,2.906033522,8.020109575,1
6.287625417999999,33.41443244,5.533563572,30.05607098,1
2.652173913,21.99934068,9.199513421,88.17385086,1
33.05016722,65.62385842,2.076823061,3.221195515,1
9.649665552,38.64829635,4.27320931,17.84728062,1
16.27675585,52.56201461,3.254799608,9.284980363999999,1
60.54347826,83.01059055,0.9892178559999999,-0.533603355,1
41.42725753,61.23547314,1.731935856,2.537561569,1
35.49080268,63.73788100000001,1.814139538,2.34681367,1
44.17892977,66.00630676,1.462897272,1.2531688570000001,1
41.97491639,62.68876009,1.484328018,1.424919181,1
2.214882943,17.54296625,10.48416235,124.79094640000001,1
38.67892977,61.13347361,1.7081203280000001,2.213852205,1
87.57357859999999,73.66302493,0.646594646,-0.588894016,1
30.32608696,58.66862347,2.203174346,4.210192528,1
134.798495,72.05558309,0.029296678,-1.211265258,1
106.0869565,62.63553169,0.582263293,-0.475073707,1
22.39297659,56.5716264,2.651634775,6.077823895,1
73.76755853,68.64813451,0.9648933740000001,0.15395314400000001,1
14.13545151,46.20425114,3.4144939119999997,10.65625321,1
80.71070234,71.63100998,0.917680666,-0.147970458,1
3.0543478260000003,19.57793506,9.13664447,96.28819525,1
3.364548495,17.78139874,6.934597287000001,59.90677275,1
151.73662209999998,72.67116823,-0.394167716,-0.9953029179999999,1
16.37959866,50.97981158,3.02987136,7.792147776,1
115.9130435,91.08990265,0.13931629999999998,-1.4931068769999998,1
15.30183946,49.58820421,3.182964402,8.851834229,1
11.53344482,43.87085469,3.969981663,14.977898099999999,1
46.62040134,77.78727995,1.49597623,0.8237598909999999,1
112.9916388,69.89693749,0.244507229,-0.657516962,1
157.96739130000003,64.39476214,-0.33618311799999995,-0.8685526,1
2.086120401,18.42289658,9.510244416,94.88604956,1
37.22324415,69.76036019,1.729314585,1.678063525,1
18.44565217,55.28513401,3.055454698,7.9625201610000005,1
16.70234114,50.16184536,3.121537703,8.878925279,1
29.04347826,63.99116616,2.218765559,3.711374007,1
11.26755853,41.40551541,3.680401252,12.492984,1
4.260869565,26.66195868,6.629370536000001,44.88527139,1
1.83277592,14.83472366,12.66582563,180.08597609999998,1
40.35785953,65.63761639,1.586397716,1.354502915,1
19.98244147,57.81442049,2.700784068,5.673973888,1
5.222408027,24.38005311,5.239661044,29.71430512,1
10.04264214,41.88905582,4.451665136,19.11656877,1
21.204849499999998,57.57489533,2.585874536,5.19176814,1
0.962374582,11.46206871,15.15210742,269.73344310000004,1
131.6187291,79.50319266,-0.352014146,-0.963560506,1
17.57274247,46.45606648,2.936264579,8.414207098,1
11.05016722,46.58789828,4.255934085,16.81773008,1
21.31438127,52.65820083,2.971689457,8.159988565,1
34.07943144,74.88920163,1.9738156409999998,2.260696163,1
1.429765886,16.22080862,12.62556139,168.144427,1
2.994147157,21.88631617,8.284255921,72.02723983,1
114.7934783,49.01487718,0.741781287,1.1022809040000001,1
11.95401338,44.68897037,3.864755838,14.07733523,1
12.21906355,41.20937855,3.938264667,15.81185891,1
9.846153846,37.547692,4.358590867,19.43917792,1
41.16889632,67.29030281,1.648879653,1.635625493,1
35.3729097,62.64764289,1.8335600090000002,2.580722771,1
58.12123746,77.91483763,1.102884299,-0.131104436,1
9.321906355,37.2750675,4.472868643,20.46710799,1
23.73411371,55.573879299999994,2.424503025,5.009978722,1
10.30518395,38.96584998,3.937302238,15.00113908,1
2.553511706,20.50645496,8.760870096,80.3727066,1
4.7483277589999995,28.60209149,6.564422662,44.24768486,1
3.7775919730000003,26.55616311,7.74997845,60.45059899,1
14.90719064,45.99168074,3.295937555,10.25347973,1
10.59615385,43.98006106,4.322443603,17.86023468,1
14.19899666,41.9806716,3.295862343,10.92050312,1
8.00083612,32.428349100000005,4.80555849,24.79350313,1
24.07441472,57.79839238,2.442852563,4.852352898,1
52.37876254,72.14779181,1.300906485,0.598414701,1
90.7132107,65.61180195,0.34189784700000003,-0.528906172,1
24.26672241,57.18585784,2.341589875,4.382928529,1
8.569397992999999,32.9654126,5.1507142230000005,29.13568299,1
4.901337793,28.06690463,6.428449456,42.9895902,1
15.24414716,44.70096395,3.087893349,8.995598149,1
8.325250836,39.12464514,4.7631611860000005,21.51571145,1
9.346153846,38.22321228,4.240435218,17.5764899,1
16.56103679,50.02722122,3.396264257,10.97318827,1
3.3913043480000002,24.44423846,7.7738966839999994,62.38864946,1
13.96822742,45.34578032,3.324040394,10.19778543,1
25.26337793,60.78216516,2.378192442,4.444621198,1
87.61371237,59.29353836,0.950108382,0.276732612,1
5.030100334,29.73690258,6.222109337999999,38.8527305,1
8.371237458,38.42752779,4.8938502999999995,23.3556497,1
14.65301003,46.73241804,3.470588382,11.44099546,1
47.20986622,63.08305511,1.4800790940000002,1.386698337,1
16.20234114,46.56407670000001,3.089334477,8.901838965,1
135.777592,47.29665893,0.286947639,0.862177637,1
12.72826087,46.58635206,3.735397049,12.95735422,1
49.27173913,70.17710923,1.214005526,0.31626665800000003,1
6.045150502,29.85482659,5.589563407000001,33.18246438,1
4.910535117,29.8399497,6.65196158,44.66089517,1
41.64715719,65.37148221,1.6550193080000002,1.8527706069999998,1
67.02090301,80.61287231,0.841739875,-0.637751734,1
32.47491639,68.85065904,1.981252934,2.482175712,1
21.17140468,53.31629183,2.920963042,8.090377829,1
19.48076923,54.24102778,3.013749832,8.21314785,1
8.514214047000001,36.16922737,4.5181213,20.17417263,1
80.40133779,80.4149011,0.54676193,-0.871083937,1
20.75334448,51.12598575,2.4435802890000002,4.8838488710000005,1
26.16722408,55.69598074,2.412768104,5.322083978999999,1
7.274247492000001,33.406887100000006,5.177427247,27.83718927,1
7.737458193999999,36.24080511,4.8269758330000005,22.50866141,1
2.929765886,17.79063722,7.750975122000001,71.94492679999999,1
14.29598662,49.78162363,3.583205806,11.65152623,1
2.470735786,18.13536005,9.841046265,109.7220446,1
8.163879599,38.32168758,4.963654531,24.17807547,1
122.43060200000001,57.29073626,0.6862348359999999,-0.516564424,1
10.90886288,41.62016758,4.234066704,17.59934858,1
7.52173913,35.062181200000005,4.950769253,24.19595567,1
23.59866221,61.88144992,2.492788249,4.709442491,1
26.30434783,68.48190944,2.355388486,3.794600271,1
26.70568562,57.7051843,2.45648463,5.328990924,1
106.2483278,61.59755326,0.73220434,-0.489357218,1
18.54849498,52.68814184,3.0050616160000003,8.190395346,1
7.310200668999999,33.49649205,5.158216099,27.06148552,1
20.0819398,53.77126996,2.974657503,8.13773453,1
17.97826087,57.40501413,3.0772982489999996,7.91641485,1
30.99414716,58.83101018,2.087576811,3.5985811539999997,1
18.32190635,53.42674685,2.710916733,5.737731513,1
44.159698999999996,69.28682628,1.476029077,1.047497277,1
7.407190635,36.72125293,5.141094862,25.64543499,1
33.44983278,65.93652561,2.029982065,2.9022738880000003,1
135.3645485,72.54233602,-0.21430239199999998,-0.918832575,1
7.239966555,33.24544037,5.285693958,28.92600721,1
117.8377926,69.81577844,-0.000668155,-0.606891086,1
9.326923077,39.49600095,4.6741502,21.58862834,1
62.39130435,75.5878239,1.066153855,0.016718351,1
84.64214047,74.34011168,0.666799001,-0.499700563,1
35.823578600000005,69.81180971,1.833787993,2.043154924,1
13.42892977,46.06024264,3.573530607,11.96268075,1
24.48244147,57.83898645,2.416628539,4.758867003,1
4.953177258,28.24358598,6.096649805,37.7713555,1
3.4431438130000003,21.49183429,7.083732513999999,54.3650339,1
6.816053512000001,31.83774095,5.340635791,29.9632072,1
12.18729097,46.76394188,3.849739332,13.64634383,1
2.5585284280000002,16.14987557,9.463292112000001,113.1898563,1
9.265886287999999,39.98314285,4.531931515,19.86216447,1
3.154682274,19.84194199,8.779148093,87.6761485,1
11.81354515,42.10203624,3.899759477,14.78652848,1
7.1822742470000005,31.96860741,5.244196044,29.21446575,1
20.90301003,57.83641408,2.7797211739999996,6.402859472,1
10.86705686,43.2616472,4.153655941,16.45841059,1
50.65802676,70.549925,1.29303812,0.620718311,1
26.52257525,61.73611708,2.107288905,2.8872874360000003,1
33.86036789,57.92865293,2.2292447280000003,4.419700221,1
131.89715719999998,65.63078514,-0.028542707,-0.46745509999999996,1
112.75501670000001,46.46298217,0.8158070829999999,0.807904994,1
67.66304348,79.51911913,0.8550147159999999,-0.579443114,1
27.54180602,52.59607318,2.263988245,4.531248679,1
33.49331104,65.78648794,1.9711539319999998,2.7429129039999998,1
47.286789299999995,72.85860815,1.386723455,0.6204798020000001,1
12.98662207,44.03777819,3.739387485,13.61329582,1
80.69816054,75.42230069,0.516624722,-0.891577062,1
2.31187291,19.37611085,9.25488097,92.01099426,1
34.61956522,72.0302792,1.850996131,1.838605136,1
12.33277592,36.37485482,3.623148117,14.51918499,1
4.013377926,25.74157306,7.120837821,52.56244587,1
8.152173913,36.17957701,4.6729153189999995,21.75470897,1
9.362876254,36.22604746,4.823065408,24.72999447,1
68.93478261,65.17461055,0.7429214190000001,-0.08900948300000001,1
10.12792642,42.69567807,4.295452708,17.41990159,1
17.7173913,48.29203662,3.136579598,9.663884391,1
77.74498328,66.68108608,0.942460671,-0.058914231,1
42.50585284,73.42903747,1.4218505730000002,0.496020255,1
50.27759197,65.14055962,1.376166315,1.163678808,1
11.52090301,39.2643949,3.568839975,12.3431203,1
87.96571906,72.43958153,0.509195807,-0.651626359,1
9.533444816,39.5055102,4.431321979,19.24790531,1
141.4607023,62.66037052,0.19557692399999999,-0.7574972790000001,1
17.06856187,48.22508869,3.301562763,10.74474943,1
15.42892977,46.03839970000001,3.119052514,8.983716247,1
69.44230769,69.64844244,0.821274273,-0.059284769,1
20.83946488,55.8778767,2.743936695,6.5001087,1
11.73662207,41.62216612,4.044943826,16.25307424,1
50.40719064,59.84988676,1.423430575,1.427973973,1
62.26003344,67.15053305,0.962186077,0.008609376,1
23.57608696,52.76219823,2.514542991,5.839642594,1
3.6697324410000003,22.39050922,7.3369946079999995,59.84396716,1
1.726588629,12.75586279,11.71487066,177.5193438,1
99.29598662,77.89049438,0.17809869399999997,-1.004648753,1
62.51254181,74.01761751,0.96856241,-0.1788026,1
26.42391304,57.15600955,2.125852865,3.4898885589999997,1
34.99247492,70.96222871,1.8258110980000002,1.856704432,1
159.61120400000001,64.79219555,-0.9365191999999999,0.093108123,1
178.7006689,75.10933413,-1.283502152,0.48247398799999996,1
2.822742475,21.74414967,8.886982961000001,83.68346619,1
6.798494982999999,34.33603903,5.359597043,28.41143361,1
106.96739129999999,61.16253723,0.334178243,-0.307712479,1
15.84197324,43.87267924,3.143695728,9.908375578,1
2.9515050169999997,18.39816924,8.914529612,90.29637299,1
64.72575251,66.06538799,1.205214894,0.745529302,1
43.18729097,63.33319576,1.694861154,1.962960382,1
90.63712375,55.42048533,0.741363677,0.459213896,1
19.08946488,52.50629384,2.921471061,7.584978339,1
73.64381271,80.67349376,0.649639086,-0.918078374,1
5.528428094,30.57585602,5.848119957000001,34.41567255,1
64.56521739,81.38336707,0.895259543,-0.633357674,1
2.463210702,16.81940722,8.635195957999999,86.11241014,1
2.382943144,20.39092468,9.493185217999999,94.47134361,1
87.57357859999999,71.44373868,0.791076439,-0.186095272,1
38.60367893,72.19585115,1.575609859,0.9164305759999999,1
6.4983277589999995,32.41362327,5.559204264,31.57352327,1
8.109531772999999,38.72167917,4.953480507,23.77018198,1
7.671404682,38.43136459,5.150861606,25.57730866,1
78.89297659,51.95236998,1.5128108969999998,1.675203328,1
14.94147157,44.21929525,3.430628165,11.83681115,1
28.05602007,55.862941799999994,2.164703891,3.866140697,1
9.326923077,35.35424141,4.593520548,21.91707398,1
13.0493311,44.73781003,3.7070197769999997,13.32144303,1
12.80852843,36.05803054,3.668395685,15.30073457,1
6.030936455,29.19459357,5.6190812,33.22576152,1
6.239966555,28.42796049,5.83349508,37.5214919,1
12.42056856,45.11667756,3.7178383889999997,12.73231408,1
6.8361204010000005,34.04799239,5.25579593,27.14459466,1
45.91304348,68.04192194,1.3516017759999999,0.7291461109999999,1
152.04013380000004,60.60772268,-0.06560519299999999,-0.579460692,1
8.622909699,37.80690391,4.700433544,21.79049377,1
37.23662207,69.41082701,1.658738447,1.334146201,1
3.1847826089999995,21.114637,7.400133294,59.10315317,1
3.9966555180000003,27.60310539,7.373036537000001,54.98270763,1
108.0234114,66.29243353,-0.64040431,-0.835324546,1
133.8787625,68.69177328,-0.283185658,-0.43629587700000005,1
4.777591973,29.49639794,6.256716043,38.48474417,1
27.96488294,53.62183736,2.2886073209999998,5.200949801,1
124.50501670000001,71.51378571,-0.23992434399999998,-0.596142712,1
132.1555184,81.44223117,-0.271148371,-1.154878257,1
22.90384615,55.94717963,2.621128662,6.138580656,1
15.15468227,49.24629575,3.364227521,10.37875397,1
40.07608696,64.34953722,1.671463516,1.9942016340000002,1
9.336956522000001,38.64735522,4.49136615,19.91623151,1
13.37876254,45.80014587,3.709283857,13.24802578,1
135.3586957,55.87221984,-0.011732848999999998,-0.186721387,1
29.68561873,69.97443270000001,2.191309815,3.1709948260000003,1
20.72408027,51.30550625,2.627254734,6.393733854,1
18.96070234,49.14829067,2.825848881,7.626327356,1
13.74331104,47.43966593,3.747314533,13.42716404,1
71.38879599,56.23080282,1.183233851,1.068630918,1
19.15384615,47.67966981,2.98125434,8.742633981,1
74.29180602,55.49252834,1.0312627779999999,1.034482733,1
18.14046823,46.31754222,3.179053913,10.18303009,1
2.74916388,22.33375501,8.825079972000001,79.83016539,1
7.752508361,35.20039077,5.150902617,27.27294267,1
7.440635452,36.65760386,5.072662074,24.99234876,1
18.22073579,48.437161700000004,2.9075360630000002,8.276427128,1
111.8444816,57.00518572,0.8133990640000001,-0.126617647,1
6.403846154,31.10990258,5.646217665,33.64550365,1
13.36538462,48.41507517,3.619330621,11.8583304,1
4.503344482,28.02717546,6.969244435,50.08877144,1
18.74331104,52.96375201,2.858017126,7.0551426479999995,1
22.29598662,59.24229781,2.547417593,5.058853943,1
15.74247492,52.62431279,3.477182127,10.83941966,1
39.70903010000001,72.78769893,1.601763052,1.091596973,1
39.63795987,64.43827409,1.582029261,1.4622316469999999,1
44.24331104,63.37556077,1.428221807,1.258049441,1
16.86204013,51.1758415,3.0840543869999997,8.372713105,1
55.07274247,69.81114438,1.072309676,0.105186717,1
22.07525084,55.06049597,2.468206375,4.924128865,1
16.78177258,49.50945015,2.9190112189999997,7.441883916,1
24.69899666,61.10525788,2.35184019,4.160649929,1
3.16722408,22.30752972,7.591025041,59.74558737,1
97.77090301,64.29911048,1.093908067,-0.047664164,1
103.2550167,79.73912954,0.102797576,-1.108933123,1
108.7583612,63.77693651,0.923271607,-0.37550648700000006,1
